period,airline,activity,count
201704,Alaska Airlines,Enplaned,72627
201710,Korean Air Lines,Deplaned,11309
201008,Japan Airlines,Deplaned,7414
201407,Air New Zealand,Deplaned,9595
201202,Japan Airlines,Enplaned,4844
201312,Korean Air Lines,Enplaned,6330
201709,Korean Air Lines,Deplaned,14098
201904,British Airways,Deplaned,19882
201112,Air China,Enplaned,7484
201807,British Airways,Enplaned,20433
201003,Horizon Air,Deplaned,9160
201512,Virgin America,Deplaned,183873
201606,SAS Airlines,Deplaned,7237
201310,Virgin Atlantic,Deplaned,10860
201310,All Nippon Airways,Enplaned,6328
201405,Swiss International,Deplaned,6596
201103,British Airways,Enplaned,16133
201203,China Airlines,Deplaned,9022
201501,Virgin America,Deplaned,149840
201301,China Airlines,Deplaned,10132
201709,WestJet Airlines,Deplaned,10410
201812,Air New Zealand,Deplaned,7787
201609,Air Berlin,Enplaned,4926
201803,Hong Kong Airlines Limited,Deplaned,1054
201104,Lufthansa German Airlines,Enplaned,16822
201402,SAS Airlines,Enplaned,3507
201704,Southwest Airlines,Deplaned,152485
201903,Emirates,Deplaned,14210
201805,Iberia,Enplaned,3182
201011,United Airlines - Pre 07/01/2013,Deplaned,506053
201201,Hawaiian Airlines,Enplaned,7921
201609,Southwest Airlines,Deplaned,157240
201602,China Eastern,Enplaned,5787
201002,US Airways,Enplaned,40392
201108,Virgin America,Deplaned,149203
201205,Singapore Airlines,Deplaned,14308
201210,KLM Royal Dutch Airlines,Enplaned,10990
201608,Air China,Enplaned,13841
201711,Air China,Enplaned,9550
201410,Compass Airlines,Enplaned,41020
201005,WestJet Airlines,Deplaned,4147
201412,American Airlines,Deplaned,123528
201212,Swiss International,Deplaned,5467
201605,Emirates,Enplaned,11910
201701,Air Pacific Limited dba Fiji Airways,Enplaned,2132
201108,Aeromexico,Deplaned,4733
201802,Compass Airlines,Deplaned,24971
201407,Aer Lingus,Deplaned,5598
201502,Mesa Airlines,Enplaned,4667
201810,WOW Air,Enplaned,4822
201403,Lufthansa German Airlines,Deplaned,18354
201704,Sun Country Airlines,Deplaned,5719
201704,United Airlines,Thru / Transit,224
201905,Frontier Airlines,Deplaned,21093
201511,British Airways,Deplaned,18899
201610,Lufthansa German Airlines,Enplaned,21858
201710,Hawaiian Airlines,Enplaned,16575
201612,Lufthansa German Airlines,Deplaned,20127
201005,Korean Air Lines,Deplaned,3952
201005,Servisair,Enplaned,73
201701,Philippine Airlines,Deplaned,13591
201308,Air Canada,Enplaned,37108
201512,Aeromexico,Deplaned,10049
201805,China Eastern,Deplaned,10144
201205,EVA Airways,Enplaned,13525
201907,Hawaiian Airlines,Enplaned,16680
201812,Aer Lingus,Deplaned,6335
201906,China Southern,Enplaned,10544
201004,United Airlines - Pre 07/01/2013,Thru / Transit,11166
201101,US Airways,Enplaned,53278
201609,Sun Country Airlines,Deplaned,7538
201609,United Airlines,Thru / Transit,1081
201906,Japan Airlines,Enplaned,7031
201909,SAS Airlines,Enplaned,6792
201109,Horizon Air,Deplaned,5054
201501,Aeromexico,Deplaned,13288
201902,Hong Kong Airlines Limited,Deplaned,4376
201312,Singapore Airlines,Deplaned,14995
201603,China Eastern,Enplaned,6135
201709,Singapore Airlines,Enplaned,12209
201906,JetBlue Airways,Deplaned,62597
201006,Sun Country Airlines,Deplaned,2576
201806,Hong Kong Airlines Limited,Thru / Transit,466
201701,Qantas Airways,Enplaned,10007
201509,SAS Airlines,Enplaned,7232
201201,Emirates,Deplaned,10499
201507,Southwest Airlines,Deplaned,156227
201511,SkyWest Airlines,Deplaned,171397
201708,Aeromexico,Deplaned,18917
201104,Air China,Deplaned,7014
201801,American Airlines,Deplaned,149351
201905,Asiana Airlines,Deplaned,8167
201406,Cathay Pacific,Enplaned,18869
201903,Hawaiian Airlines,Enplaned,15591
201205,WestJet Airlines,Enplaned,7175
201207,Sun Country Airlines,Enplaned,5528
201407,XL Airways France,Deplaned,2724
201010,Horizon Air,Enplaned,8510
201504,China Airlines,Enplaned,9409
201707,Air Berlin,Enplaned,9551
201308,Virgin Atlantic,Enplaned,10767
201102,Swiss International,Enplaned,3908
201308,All Nippon Airways,Deplaned,7516
201004,Horizon Air,Deplaned,8313
201604,Air New Zealand,Deplaned,9227
201109,United Airlines - Pre 07/01/2013,Thru / Transit,8542
201112,Lufthansa German Airlines,Deplaned,15338
201304,Swiss International,Deplaned,6342
201707,Southwest Airlines,Deplaned,176812
201005,EVA Airways,Deplaned,13719
201006,Mesaba Airlines,Enplaned,76
201205,Korean Air Lines,Enplaned,6851
201207,Air Berlin,Deplaned,3638
201210,United Airlines,Enplaned,218261
201507,Sun Country Airlines,Deplaned,12769
201507,United Airlines,Thru / Transit,166
201705,Alaska Airlines,Deplaned,66379
201808,Volaris Airlines,Enplaned,1722
201110,China Airlines,Enplaned,8698
201502,Alaska Airlines,Enplaned,52010
201612,Air China,Enplaned,13167
201908,Alaska Airlines,Enplaned,275187
201310,Air Canada,Deplaned,30159
201312,EVA Airways,Enplaned,15182
201907,Emirates,Deplaned,14906
201006,Southwest Airlines,Deplaned,129921
201709,EVA Airways,Deplaned,15806
201207,Southwest Airlines,Enplaned,132597
201611,Swiss International,Deplaned,5815
201610,Air China,Deplaned,11291
201710,Emirates,Deplaned,10316
201502,Delta Air Lines,Enplaned,87053
201901,Hong Kong Airlines Limited,Deplaned,4520
201908,Delta Air Lines,Enplaned,236522
201406,Air France,Enplaned,20725
201003,United Airlines - Pre 07/01/2013,Thru / Transit,10790
201705,Delta Air Lines,Deplaned,160645
201403,Air China,Enplaned,7971
201604,Etihad Airways,Deplaned,7524
201709,Turkish Airlines,Deplaned,9944
201804,TACA,Enplaned,5679
201006,Air Berlin,Enplaned,2548
201605,Hawaiian Airlines,Deplaned,16668
201708,Virgin America,Deplaned,241423
201904,SkyWest Airlines,Deplaned,187534
201806,Aeromexico,Deplaned,11876
201508,Compass Airlines,Deplaned,38544
201604,Aer Lingus,Deplaned,6054
201805,Jazz Aviation,Deplaned,6865
201807,SkyWest Airlines,Enplaned,169323
201906,Norwegian Air UK Ltd,Enplaned,6920
201409,China Eastern,Enplaned,4797
201707,Sun Country Airlines,Deplaned,12544
201707,United Airlines,Thru / Transit,1186
201204,TACA,Deplaned,4938
201005,Singapore Airlines,Enplaned,16125
201608,Lufthansa German Airlines,Deplaned,22766
201711,Lufthansa German Airlines,Deplaned,21019
201103,SkyWest Airlines,Enplaned,150503
201202,JetBlue Airways,Deplaned,37617
201008,JetBlue Airways,Enplaned,39307
201007,American Airlines,Enplaned,148766
201006,Delta Air Lines,Enplaned,162276
201207,Alaska Airlines,Deplaned,44393
201705,Air Berlin,Deplaned,5922
201903,Korean Air Lines,Deplaned,12788
201604,United Airlines,Deplaned,749557
201103,United Airlines - Pre 07/01/2013,Thru / Transit,9574
201909,French Bee,Enplaned,3558
201202,Cathay Pacific,Enplaned,16688
201008,Cathay Pacific,Deplaned,23090
201811,TACA,Enplaned,7817
201105,Lufthansa German Airlines,Enplaned,21907
201705,Southwest Airlines,Enplaned,153569
201209,Virgin Atlantic,Enplaned,13988
201209,All Nippon Airways,Deplaned,7230
201211,Lufthansa German Airlines,Enplaned,20217
201502,Southwest Airlines,Deplaned,114811
201908,Southwest Airlines,Deplaned,149964
201308,China Eastern,Deplaned,6718
201805,Air Canada,Enplaned,42420
201006,Alaska Airlines,Enplaned,43379
201207,Delta Air Lines,Deplaned,167726
201812,Air India Limited,Enplaned,9074
201812,KLM Royal Dutch Airlines,Deplaned,8358
201201,Singapore Airlines,Enplaned,14944
201405,China Airlines,Enplaned,11294
201710,Turkish Airlines,Deplaned,9774
201906,Air France,Enplaned,22383
201208,Air China,Deplaned,7975
201706,Compass Airlines,Deplaned,28024
201401,US Airways,Enplaned,63054
201003,SkyWest Airlines,Enplaned,134040
201203,Swiss International,Enplaned,5572
201709,Emirates,Deplaned,10450
201205,Hawaiian Airlines,Deplaned,8521
201301,Swiss International,Enplaned,5362
201312,Emirates,Enplaned,10031
201907,EVA Airways,Deplaned,19908
201106,Asiana Airlines,Enplaned,8041
201603,Virgin Atlantic,Deplaned,12313
201404,Asiana Airlines,Enplaned,7287
201603,All Nippon Airways,Enplaned,7093
201701,Virgin America,Deplaned,187198
201611,"COPA Airlines, Inc.",Enplaned,6600
201710,EVA Airways,Deplaned,15743
201407,KLM Royal Dutch Airlines,Deplaned,12307
201210,LAN Peru,Enplaned,3147
201907,Turkish Airlines,Deplaned,10295
201806,Qantas Airways,Enplaned,8037
201409,All Nippon Airways,Enplaned,6615
201507,Delta Air Lines,Enplaned,183224
201409,Virgin Atlantic,Deplaned,10873
201604,Southwest Airlines,Thru / Transit,17
201109,SkyWest Airlines,Enplaned,167636
201506,American Airlines,Enplaned,124640
201010,British Airways,Deplaned,18360
201712,SAS Airlines,Deplaned,5345
201502,Sun Country Airlines,Deplaned,3582
201502,United Airlines,Thru / Transit,240
201602,Air Canada,Deplaned,27023
201801,WOW Air,Enplaned,3461
201908,Sun Country Airlines,Deplaned,17959
201908,United Airlines,Thru / Transit,611
201701,Aeromexico,Deplaned,13292
201512,Philippine Airlines,Deplaned,10126
201309,Asiana Airlines,Enplaned,6238
201605,WestJet Airlines,Enplaned,7039
201005,Emirates,Deplaned,9590
201008,Air France,Deplaned,15705
201708,Qantas Airways,Enplaned,7297
201202,Air France,Enplaned,6036
201507,Alaska Airlines,Enplaned,67221
201705,Sun Country Airlines,Enplaned,7815
201501,Philippine Airlines,Deplaned,11711
201907,Singapore Airlines,Enplaned,15839
201004,British Airways,Enplaned,14192
201212,China Airlines,Enplaned,10269
201707,Alaska Airlines,Enplaned,72110
201906,Cathay Pacific,Enplaned,24479
201201,EVA Airways,Deplaned,14107
201605,Korean Air Lines,Enplaned,9904
201108,AirTran Airways,Deplaned,27840
201803,Volaris Airlines,Deplaned,4347
201707,Delta Air Lines,Enplaned,196707
201210,Air New Zealand,Enplaned,9328
201710,Singapore Airlines,Enplaned,14118
201108,Philippine Airlines,Deplaned,11096
201406,JetBlue Airways,Deplaned,45805
201206,Southwest Airlines,Deplaned,131366
201402,Asiana Airlines,Deplaned,6143
201602,Air New Zealand,Enplaned,8839
201010,Cathay Pacific,Deplaned,18773
201007,Korean Air Lines,Deplaned,7718
201209,XL Airways France,Deplaned,260
201406,Horizon Air,Deplaned,1054
201502,Republic Airlines,Deplaned,51
201801,Hawaiian Airlines,Deplaned,17559
201101,Qantas Airways,Deplaned,4805
201903,American Airlines,Enplaned,166636
201206,Air Berlin,Enplaned,2998
201805,Aer Lingus,Deplaned,7047
201802,China Airlines,Enplaned,11537
201503,EVA Airways,Deplaned,17588
201410,China Airlines,Deplaned,7089
201812,China Eastern,Deplaned,9492
201308,KLM Royal Dutch Airlines,Deplaned,12426
201311,EVA Airways,Deplaned,12649
201001,Lufthansa German Airlines,Deplaned,17139
201310,United Airlines,Enplaned,741526
201210,Air Canada,Deplaned,23575
201810,Singapore Airlines,Deplaned,11516
201004,Cathay Pacific,Enplaned,19302
201007,WestJet Airlines,Deplaned,8167
201906,British Airways,Enplaned,22110
201212,United Airlines - Pre 07/01/2013,Enplaned,422236
201305,Virgin America,Deplaned,168483
201510,Virgin America,Enplaned,184212
201511,China Southern,Deplaned,5724
201606,Asiana Airlines,Enplaned,8095
201407,China Eastern,Deplaned,5872
201809,Southwest Airlines,Enplaned,148396
201511,Japan Airlines,Deplaned,5875
201302,Singapore Airlines,Enplaned,17151
201812,Iberia,Enplaned,2634
201103,Japan Airlines,Enplaned,4756
201111,Frontier Airlines,Enplaned,20218
201206,Sun Country Airlines,Deplaned,4718
201002,Qantas Airways,Deplaned,3349
201010,Air France,Deplaned,12812
201506,Korean Air Lines,Deplaned,6668
201805,Air New Zealand,Deplaned,9578
201008,British Airways,Deplaned,19746
201305,Aeromexico,Deplaned,2829
201107,Frontier Airlines,Deplaned,21702
201311,Singapore Airlines,Enplaned,14211
201503,Singapore Airlines,Enplaned,13489
201202,British Airways,Enplaned,13953
201509,Frontier Airlines,Deplaned,25698
201808,Lufthansa German Airlines,Deplaned,23286
201901,ABC Aerolineas S.A. de C.V. dba Interjet,Deplaned,7071
201909,Asiana Airlines,Deplaned,7833
201807,China Southern,Enplaned,10285
201904,Japan Airlines,Deplaned,7013
201602,Aer Lingus,Enplaned,2737
201706,Swiss International,Deplaned,8538
201807,Japan Airlines,Enplaned,6029
201904,China Southern,Deplaned,9027
201011,Swiss International,Enplaned,4570
201510,Aeromexico,Enplaned,10316
201004,Air France,Enplaned,9871
201608,Volaris Airlines,Enplaned,5644
201711,Volaris Airlines,Enplaned,3489
201810,EVA Airways,Enplaned,22784
201506,WestJet Airlines,Deplaned,7799
201602,Etihad Airways,Enplaned,4591
201809,Sun Country Airlines,Enplaned,4873
201302,EVA Airways,Deplaned,11183
201810,Turkish Airlines,Enplaned,9519
201605,American Airlines,Deplaned,196177
201412,Emirates,Enplaned,14206
201603,Air India Limited,Deplaned,3045
201603,KLM Royal Dutch Airlines,Enplaned,7726
201810,Emirates,Enplaned,12585
201008,Horizon Air,Enplaned,10344
201407,All Nippon Airways,Deplaned,7497
201407,Virgin Atlantic,Enplaned,10257
201704,TACA,Enplaned,4972
201202,Horizon Air,Deplaned,5633
201302,Emirates,Deplaned,9110
201712,Frontier Airlines,Enplaned,18045
201110,United Airlines - Pre 07/01/2013,Enplaned,576227
201508,Swiss International,Deplaned,10805
201609,TACA,Enplaned,4876
201002,Aeromexico,Enplaned,2273
201007,Hawaiian Airlines,Enplaned,7787
201412,EVA Airways,Enplaned,16455
201003,Japan Airlines,Enplaned,7259
201801,Korean Air Lines,Enplaned,11038
201310,Air New Zealand,Enplaned,10656
201401,AirTran Airways,Enplaned,3472
201611,Compass Airlines,Deplaned,19490
201901,Air China,Deplaned,10466
201209,KLM Royal Dutch Airlines,Deplaned,11932
201401,Philippine Airlines,Enplaned,11843
201812,Virgin Atlantic,Enplaned,11359
201812,All Nippon Airways,Deplaned,6326
201009,Frontier Airlines,Deplaned,16998
201307,Asiana Airlines,Deplaned,8801
201205,American Airlines,Deplaned,143443
201602,United Airlines,Enplaned,615685
201706,"COPA Airlines, Inc.",Enplaned,7929
201012,Lufthansa German Airlines,Deplaned,16312
201902,Lufthansa German Airlines,Enplaned,15561
201308,XL Airways France,Deplaned,2742
201101,Virgin America,Enplaned,92181
201805,Southwest Airlines,Thru / Transit,84
201004,JetBlue Airways,Deplaned,33805
201408,China Airlines,Enplaned,9733
201303,Lufthansa German Airlines,Deplaned,19188
201505,China Airlines,Deplaned,10104
201206,Delta Air Lines,Enplaned,155365
201703,Air China,Enplaned,10018
201206,Alaska Airlines,Enplaned,45303
201406,British Airways,Enplaned,19157
201412,Singapore Airlines,Deplaned,12910
201905,French Bee,Enplaned,3495
201101,Aeromexico,Enplaned,3157
201310,LAN Peru,Enplaned,2902
201501,US Airways,Deplaned,60619
201506,Hawaiian Airlines,Enplaned,15834
201601,Asiana Airlines,Deplaned,8581
201006,Republic Airlines,Deplaned,6196
201306,Swiss International,Enplaned,6544
201604,Air Canada,Enplaned,28958
201803,Lufthansa German Airlines,Enplaned,20814
201010,JetBlue Airways,Enplaned,38787
201809,Alaska Airlines,Deplaned,241176
201702,China Airlines,Enplaned,8501
201607,Air China,Deplaned,10214
201409,KLM Royal Dutch Airlines,Enplaned,11774
201109,Japan Airlines,Enplaned,6113
201805,United Airlines,Deplaned,956853
201809,Delta Air Lines,Deplaned,181288
201906,Horizon Air,Deplaned,13914
201907,French Bee,Thru / Transit,6971
201411,Lufthansa German Airlines,Deplaned,21735
201503,Emirates,Deplaned,13556
201311,Emirates,Deplaned,8770
201002,Virgin America,Enplaned,86389
201108,US Airways,Deplaned,72551
201203,American Airlines,Deplaned,124085
201512,Virgin Atlantic,Enplaned,10910
201906,SAS Airlines,Enplaned,7086
201909,Japan Airlines,Enplaned,6350
201505,Turkish Airlines,Enplaned,7987
201512,All Nippon Airways,Deplaned,6837
201301,American Airlines,Deplaned,114363
201502,Air China,Deplaned,7023
201612,Alaska Airlines,Deplaned,62106
201908,Air China,Deplaned,13358
201909,China Southern,Enplaned,8051
201009,Cathay Pacific,Enplaned,19218
201310,Virgin America,Enplaned,166098
201610,Delta Air Lines,Enplaned,157477
201501,All Nippon Airways,Deplaned,7355
201705,Air China,Enplaned,8761
201501,Virgin Atlantic,Enplaned,8008
201509,JetBlue Airways,Deplaned,58355
201807,Asiana Airlines,Deplaned,9416
201107,JetBlue Airways,Deplaned,40041
201403,Delta Air Lines,Deplaned,114116
201701,Jazz Aviation,Deplaned,1900
201904,Asiana Airlines,Enplaned,6572
201505,EVA Airways,Enplaned,17778
201403,Alaska Airlines,Deplaned,50979
201305,United Airlines,Deplaned,238713
201111,JetBlue Airways,Enplaned,35643
201409,Philippine Airlines,Enplaned,7259
201409,AirTran Airways,Enplaned,3526
201612,Delta Air Lines,Deplaned,138566
201510,United Airlines,Enplaned,795921
201610,Alaska Airlines,Enplaned,62908
201103,Asiana Airlines,Deplaned,4221
201408,EVA Airways,Deplaned,17747
201410,Emirates,Enplaned,10194
201708,Air Canada,Enplaned,61749
201001,TACA,Deplaned,4829
201101,Air New Zealand,Enplaned,9065
201508,Hawaiian Airlines,Enplaned,12605
201712,Cathay Pacific,Deplaned,23781
201702,Turkish Airlines,Deplaned,5863
201108,Virgin Atlantic,Enplaned,10452
201208,Air Berlin,Enplaned,3425
201602,Qantas Airways,Deplaned,5687
201605,Compass Airlines,Enplaned,18848
201007,Swiss International,Deplaned,5890
201108,All Nippon Airways,Deplaned,7392
201802,Emirates,Deplaned,12420
201702,EVA Airways,Deplaned,15484
201208,Southwest Airlines,Deplaned,142782
201611,WOW Air,Deplaned,5253
201005,United Airlines - Pre 07/01/2013,Enplaned,560316
201412,China Airlines,Deplaned,8423
201104,Delta Air Lines,Enplaned,111481
201209,AirTran Airways,Deplaned,13200
201806,Air Canada,Enplaned,54903
201009,Air France,Enplaned,13763
201804,Volaris Airlines,Deplaned,3131
201209,Philippine Airlines,Deplaned,5574
201401,KLM Royal Dutch Airlines,Enplaned,5244
201408,Singapore Airlines,Enplaned,15585
201306,Hawaiian Airlines,Deplaned,8270
201808,TACA,Deplaned,7114
201402,Japan Airlines,Enplaned,3689
201706,WestJet Airlines,Deplaned,9350
201002,Delta Air Lines,Thru / Transit,1096
201809,Hong Kong Airlines Limited,Enplaned,4131
201407,US Airways,Deplaned,87381
201505,Singapore Airlines,Deplaned,13730
201801,"COPA Airlines, Inc.",Deplaned,7035
201104,Alaska Airlines,Enplaned,42020
201305,Southwest Airlines,Thru / Transit,156
201903,Compass Airlines,Deplaned,18284
201310,Aeromexico,Enplaned,6552
201002,Air New Zealand,Enplaned,5377
201101,LAN Peru,Enplaned,2882
201603,Philippine Airlines,Enplaned,9904
201805,Qantas Airways,Enplaned,8000
201809,Finnair,Deplaned,3064
201511,Asiana Airlines,Enplaned,7036
201606,China Southern,Deplaned,6698
201712,Air France,Deplaned,5909
201506,Swiss International,Deplaned,5265
201606,Japan Airlines,Deplaned,6154
201208,Sun Country Airlines,Deplaned,5939
201905,SkyWest Airlines,Enplaned,178814
201702,Singapore Airlines,Enplaned,12338
201011,Korean Air Lines,Enplaned,4007
201706,Korean Air Lines,Deplaned,13943
201610,Sun Country Airlines,Deplaned,6844
201610,United Airlines,Thru / Transit,76
201802,Singapore Airlines,Enplaned,10401
201811,Volaris Airlines,Deplaned,1818
201102,American Airlines,Deplaned,102869
201403,Sun Country Airlines,Enplaned,2902
201704,Lufthansa German Airlines,Enplaned,20430
201005,Mexicana Airlines,Enplaned,9419
201601,Japan Airlines,Enplaned,6268
201104,Southwest Airlines,Deplaned,120942
201410,Singapore Airlines,Deplaned,11215
201601,China Southern,Enplaned,5662
201507,Air China,Deplaned,10316
201508,WestJet Airlines,Deplaned,8795
